,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.1819310665130615,0.008386005179199777,0.012995433807373048,0.00069077046481272,1,0.25,0.5,10,3,0.05,1,0.7,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 0.5, 'n_estimators': 10, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.7}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
72,0.4275353908538818,0.04539904671792665,0.012401199340820313,0.0004891263597805103,0.7,0.5,1,10,9,0.01,0.5,0.7,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 1, 'n_estimators': 10, 'max_depth': 9, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.7}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
36,0.6308517456054688,0.003927334535252316,0.013201570510864258,0.0007491950286225162,0.7,0.25,0,10,15,0.05,1,0.6,"{'subsample': 0.7, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 10, 'max_depth': 15, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.6}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
49,1.0171237468719483,0.009317661969587403,0.01420297622680664,0.0011671366982280902,0.5,0.25,1,50,7,0.01,1,0.5,"{'subsample': 0.5, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 1, 'colsample_bytree': 0.5}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
27,0.6160884857177734,0.030810101237984104,0.012601709365844727,0.0004901553766147324,0.5,0,0,10,11,0.01,0,0.9,"{'subsample': 0.5, 'reg_lambda': 0, 'reg_alpha': 0, 'n_estimators': 10, 'max_depth': 11, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.9}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
65,0.5474611282348633,0.008151565093957229,0.012601184844970702,0.0012000590838697276,0.8,0,0,10,11,0.05,0,0.8,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0, 'n_estimators': 10, 'max_depth': 11, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
43,3.308178424835205,0.039828361452793705,0.021816110610961913,0.0009291620600979525,1,0.5,0.5,50,13,0.01,0.5,0.9,"{'subsample': 1, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 50, 'max_depth': 13, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.9}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
73,0.5905345439910888,0.004183327418065118,0.013402938842773438,0.0004902713423778701,0.7,0.25,0.25,10,13,0.1,0.25,0.7,"{'subsample': 0.7, 'reg_lambda': 0.25, 'reg_alpha': 0.25, 'n_estimators': 10, 'max_depth': 13, 'learning_rate': 0.1, 'gamma': 0.25, 'colsample_bytree': 0.7}",0.8478260869565217,0.8389694041867954,0.8518518518518519,0.8348106365834005,0.8494363929146538,0.8445788744986447,0.006540958685652374,8
85,0.264540958404541,0.028342163395142995,0.01100153923034668,0.0006324100049280169,0.6,0.5,1,10,7,0.1,0,0.5,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 1, 'n_estimators': 10, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.5}",0.8309178743961353,0.8172302737520128,0.8260869565217391,0.8331990330378727,0.8446054750402576,0.8304079225496034,0.008965958070557624,9
70,7.034568786621094,0.07765347421246618,0.036007356643676755,0.0006337671783549157,0.5,0.25,1,100,15,0.01,0.5,0.9,"{'subsample': 0.5, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 15, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.9}",0.8172302737520128,0.8067632850241546,0.822061191626409,0.8267526188557615,0.8252818035426731,0.8196178345602021,0.007209654301269058,10
67,6.832419776916504,0.08448012504632994,0.03220620155334473,0.0018352181602294259,0.5,0.25,0.25,100,13,0.01,0.25,1,"{'subsample': 0.5, 'reg_lambda': 0.25, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 13, 'learning_rate': 0.01, 'gamma': 0.25, 'colsample_bytree': 1}",0.8019323671497585,0.7954911433172303,0.8099838969404187,0.8235294117647058,0.8132045088566827,0.8088282656057592,0.009612938506141202,11
5,35.655423927307126,0.5459430691415215,0.24168014526367188,0.00448676100606716,0.7,0.5,0.5,1000,13,0.01,0.5,0.5,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 1000, 'max_depth': 13, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.5}",0.7946859903381642,0.7962962962962963,0.8019323671497585,0.8017727639000806,0.8051529790660226,0.7999680793500644,0.0038828070534913874,12
4,3.6326358318328857,0.03350702423803572,0.020603227615356445,0.0018555565863448299,0.8,1,0.5,200,5,0.2,0.5,0.8,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.2, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7962962962962963,0.7866344605475041,0.7938808373590982,0.8017727639000806,0.8059581320450886,0.7969084980296135,0.006643106570791795,13
53,43.10410304069519,0.22536591903916492,0.20586562156677246,0.005152034277150052,0.5,0.25,0.25,1000,11,0.01,0.5,0.8,"{'subsample': 0.5, 'reg_lambda': 0.25, 'reg_alpha': 0.25, 'n_estimators': 1000, 'max_depth': 11, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7938808373590982,0.7866344605475041,0.7954911433172303,0.7961321514907332,0.8075684380032206,0.7959414061435572,0.006727438893208164,14
34,32.83171668052673,2.03771758312791,0.20841422080993652,0.01184763227635611,1,0.5,0.5,1000,13,0.01,0,0.6,"{'subsample': 1, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 1000, 'max_depth': 13, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",0.7914653784219001,0.7866344605475041,0.7898550724637681,0.7993553585817889,0.8075684380032206,0.7949757416036364,0.007561453818578868,15
98,29.74200177192688,0.1459469298893222,0.0988419532775879,0.0026484410285591035,0.6,0.5,0.5,1000,7,0.01,0.5,0.9,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.9}",0.784219001610306,0.78341384863124,0.7987117552334944,0.8025785656728445,0.7995169082125604,0.7936880158720891,0.008166719811902912,16
9,31.615987873077394,0.42566374165276805,0.10292391777038574,0.004693376453931262,0.5,0.25,1,1000,7,0.01,0.25,0.9,"{'subsample': 0.5, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 0.25, 'colsample_bytree': 0.9}",0.7874396135265701,0.78341384863124,0.7922705314009661,0.7961321514907332,0.7979066022544283,0.7914325494607877,0.005384142139939011,17
96,4.369008922576905,0.09950694668530473,0.027623081207275392,0.0013738579341506577,0.7,0.5,0.25,100,11,0.05,1,0.7,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 11, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.7}",0.7761674718196457,0.7914653784219001,0.785024154589372,0.7969379532634971,0.7995169082125604,0.789822373261395,0.008447416036298503,18
57,4.2208646774292,0.10248801413528166,0.026805639266967773,0.0011665076754985599,0.5,0,0.25,100,11,0.05,1,0.7,"{'subsample': 0.5, 'reg_lambda': 0, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 11, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.7}",0.7793880837359098,0.78341384863124,0.785024154589372,0.7945205479452054,0.8051529790660226,0.78949992279355,0.009268731697885241,19
86,5.398165845870972,0.05762721762728303,0.028012895584106447,0.0006216217087324495,0.8,1,1,100,11,0.05,0,0.9,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 11, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",0.78341384863124,0.784219001610306,0.784219001610306,0.7945205479452054,0.8011272141706924,0.78949992279355,0.007116419569963735,19
24,20.48832812309265,0.22416306036670264,0.08712253570556641,0.0026208946966944555,0.8,0,0.5,500,9,0.01,1,0.9,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 500, 'max_depth': 9, 'learning_rate': 0.01, 'gamma': 1, 'colsample_bytree': 0.9}",0.7745571658615137,0.7745571658615137,0.7809983896940419,0.790491539081386,0.8027375201288245,0.7846683561254559,0.010754953632943766,21
80,2.630221366882324,0.03076617296372182,0.021003580093383788,1.1344315770502394e-06,0.6,0.25,1,50,13,0.1,0,0.7,"{'subsample': 0.6, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 50, 'max_depth': 13, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",0.7866344605475041,0.7777777777777778,0.7801932367149759,0.7896857373086221,0.784219001610306,0.7837020427918372,0.004291376385864385,22
59,12.257940673828125,0.07136887667874561,0.07401494979858399,0.0006336185603399055,0.6,0.25,0,500,9,0.05,0.5,0.5,"{'subsample': 0.6, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 500, 'max_depth': 9, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.5}",0.7777777777777778,0.7809983896940419,0.7721417069243156,0.7912973408541499,0.789049919484702,0.7822530269469975,0.007097015211825434,23
75,15.409652042388917,2.5267304293247808,0.08465070724487304,0.017522132889860882,1,0.25,1,1000,11,0.05,0.5,0.6,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 1000, 'max_depth': 11, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7914653784219001,0.7769726247987118,0.7713365539452496,0.7792103142626914,0.789049919484702,0.7816069581826509,0.007553651749315323,24
32,24.238978576660156,3.591477495800956,0.1072244644165039,0.013923121351852264,0.9,0,1,1000,9,0.05,0.25,0.8,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 1, 'n_estimators': 1000, 'max_depth': 9, 'learning_rate': 0.05, 'gamma': 0.25, 'colsample_bytree': 0.8}",0.782608695652174,0.7673107890499195,0.7753623188405797,0.7896857373086221,0.7922705314009661,0.7814476144504523,0.009200336560862292,25
88,18.65078434944153,0.1333865951129757,0.07441644668579102,0.001499511399745752,0.7,0.5,0,500,9,0.05,0.25,0.9,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 500, 'max_depth': 9, 'learning_rate': 0.05, 'gamma': 0.25, 'colsample_bytree': 0.9}",0.7665056360708534,0.7713365539452496,0.7801932367149759,0.7840451248992748,0.788244766505636,0.778065063627198,0.008035045888768352,26
40,8.967968559265136,0.13318362591582988,0.050810050964355466,0.0007471688225245041,0.7,0.25,0.25,200,13,0.05,0.5,0.7,"{'subsample': 0.7, 'reg_lambda': 0.25, 'reg_alpha': 0.25, 'n_estimators': 200, 'max_depth': 13, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.7}",0.7729468599033816,0.7648953301127214,0.7705314009661836,0.7800161160354553,0.7914653784219001,0.7759710170879284,0.009141595603006336,27
39,3.2353806018829347,0.045380872433020435,0.021915149688720704,0.0006639440317752317,0.9,0.25,0.5,50,13,0.05,1,0.9,"{'subsample': 0.9, 'reg_lambda': 0.25, 'reg_alpha': 0.5, 'n_estimators': 50, 'max_depth': 13, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.9}",0.7592592592592593,0.7697262479871175,0.7705314009661836,0.7848509266720387,0.7898550724637681,0.7748445814696734,0.011073797147225164,28
79,16.890858697891236,0.26899723981541307,0.057170677185058597,0.0011037547102371043,1,1,1,1000,5,0.2,1,0.9,"{'subsample': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.2, 'gamma': 1, 'colsample_bytree': 0.9}",0.7769726247987118,0.7584541062801933,0.7713365539452496,0.7800161160354553,0.7874396135265701,0.774843802917236,0.009704247541236326,29
94,5.6287150382995605,0.04018307777150924,0.029805517196655272,0.0007497563822158539,0.8,1,0.25,100,13,0.1,0,0.9,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 13, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.9}",0.7801932367149759,0.7592592592592593,0.7632850241545893,0.7792103142626914,0.7737520128824477,0.7711399694547927,0.008447086180335506,30
31,1.715107250213623,0.013440294318566307,0.016003131866455078,0.0016746535727531367,0.6,0.5,0.25,100,5,0.01,0,0.7,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.7}",0.7673107890499195,0.7657004830917874,0.7592592592592593,0.7759871071716358,0.7785829307568438,0.7693681138658891,0.007051197984269999,31
92,9.232858324050904,0.26842310835978705,0.04300699234008789,0.0017908060953140087,0.9,1,0,200,13,0.1,0,0.9,"{'subsample': 0.9, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 200, 'max_depth': 13, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.9}",0.7624798711755234,0.7528180354267311,0.7745571658615137,0.7775987107171636,0.7753623188405797,0.7685632204043022,0.009473259150907293,32
19,14.896821308135987,0.19019620754398725,0.07301526069641114,0.0008944160222900022,0.7,1,1,500,9,0.1,0.5,0.7,"{'subsample': 0.7, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 500, 'max_depth': 9, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",0.7657004830917874,0.7568438003220612,0.7729468599033816,0.7735697018533441,0.7729468599033816,0.7684015410147912,0.006463850522326663,33
6,10.788820552825928,0.09658988858240589,0.03311004638671875,0.00229455065942948,0.7,0.5,0.25,1000,3,0.5,0,0.8,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.25, 'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.5, 'gamma': 0, 'colsample_bytree': 0.8}",0.7689210950080515,0.7544283413848631,0.7761674718196457,0.7630942788074134,0.7737520128824477,0.7672726399804842,0.007826268831744417,34
26,26.8559672832489,0.6785104447698957,0.15674352645874023,0.0015996463544627078,0.5,1,0,1000,13,0.05,0.25,0.6,"{'subsample': 0.5, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 1000, 'max_depth': 13, 'learning_rate': 0.05, 'gamma': 0.25, 'colsample_bytree': 0.6}",0.7560386473429952,0.7568438003220612,0.7737520128824477,0.7647058823529411,0.7785829307568438,0.7659846547314577,0.008979554026328473,35
97,5.065044593811035,0.03188965453539636,0.029906034469604492,0.0004910043411640022,0.8,0,0.5,100,13,0.1,0,0.8,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 100, 'max_depth': 13, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",0.7568438003220612,0.7600644122383253,0.7552334943639292,0.7792103142626914,0.7705314009661836,0.7643766844306381,0.009130772899126413,36
91,15.33236904144287,0.3061937720574071,0.09042019844055176,0.0010194313013712844,0.7,0.25,0,500,11,0.05,0.5,0.6,"{'subsample': 0.7, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 500, 'max_depth': 11, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7544283413848631,0.7705314009661836,0.750402576489533,0.7719580983078163,0.7745571658615137,0.764375516601982,0.009932228244068348,37
64,20.787096786499024,0.4219733562497384,0.10169639587402343,0.0010389480783163107,1,0.25,0.5,1000,7,0.1,0,0.7,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 0.5, 'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",0.7568438003220612,0.7729468599033816,0.750402576489533,0.7630942788074134,0.7745571658615137,0.7635689362767806,0.009246539074952325,38
87,22.51636986732483,3.327602287990536,0.07141547203063965,0.009771027316838652,1,0,0.25,1000,9,0.1,0,1,"{'subsample': 1, 'reg_lambda': 0, 'reg_alpha': 0.25, 'n_estimators': 1000, 'max_depth': 9, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 1}",0.7536231884057971,0.749597423510467,0.7689210950080515,0.7647058823529411,0.7689210950080515,0.7611537368570616,0.00804411562643052,39
47,0.6184807777404785,0.008122464625115665,0.013400745391845704,0.0010219573418388337,0.5,0.25,1,10,15,0.2,0,0.7,"{'subsample': 0.5, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 10, 'max_depth': 15, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.7}",0.7568438003220612,0.7544283413848631,0.7600644122383253,0.7598710717163578,0.7721417069243156,0.7606698665171845,0.006102510775921119,40
83,1.2438330173492431,0.016396613260562905,0.013202524185180664,0.000980085863528349,0.8,1,0.25,50,7,0.5,0.25,0.7,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0.25, 'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.5, 'gamma': 0.25, 'colsample_bytree': 0.7}",0.7560386473429952,0.7657004830917874,0.7471819645732689,0.7679290894439967,0.7657004830917874,0.7605101335087672,0.007830129506728041,41
29,28.436492252349854,0.19852932661911618,0.13653130531311036,0.002051487508842343,0.8,0.25,1,1000,13,0.1,0.5,0.7,"{'subsample': 0.8, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 1000, 'max_depth': 13, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",0.7560386473429952,0.7375201288244766,0.7592592592592593,0.7639000805801772,0.7745571658615137,0.7582550563736844,0.01211183871212524,42
15,17.144028186798096,2.520878171420941,0.07065029144287109,0.010576390384349106,1,0.25,1,1000,7,0.2,0,0.8,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8}",0.7463768115942029,0.7576489533011272,0.7592592592592593,0.7566478646253022,0.7624798711755234,0.7564825519910829,0.005425711933109611,43
7,21.435869693756104,0.11053920996720387,0.05941333770751953,0.0013572818596441474,0.7,0.25,0.5,1000,5,0.2,0,1,"{'subsample': 0.7, 'reg_lambda': 0.25, 'reg_alpha': 0.5, 'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 1}",0.7479871175523349,0.7528180354267311,0.748792270531401,0.7647058823529411,0.7632850241545893,0.7555176660035995,0.00712717730681553,44
33,5.000567770004272,0.4816279283287934,0.022605133056640626,0.0023341092410526457,1,0.5,0,500,3,1,0.5,0.8,"{'subsample': 1, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 1, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7624798711755234,0.7423510466988728,0.750402576489533,0.7630942788074134,0.7576489533011272,0.755195345294494,0.00786669307186201,45
21,0.5593025207519531,0.009343449509194518,0.011600828170776368,0.0004893770857201391,1,0.25,0.25,10,11,0.2,0.25,0.9,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 0.25, 'n_estimators': 10, 'max_depth': 11, 'learning_rate': 0.2, 'gamma': 0.25, 'colsample_bytree': 0.9}",0.7383252818035426,0.7632850241545893,0.7439613526570048,0.7671232876712328,0.7616747181964574,0.7548739328965655,0.011489004219036161,46
84,1.333284044265747,0.016874315985127182,0.014803075790405273,0.0003991844939877072,1,0.5,0.25,50,7,0.05,1,0.8,"{'subsample': 1, 'reg_lambda': 0.5, 'reg_alpha': 0.25, 'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.8}",0.751207729468599,0.749597423510467,0.7520128824476651,0.7542304593070105,0.7624798711755234,0.753905673181853,0.004539712095189922,47
22,5.792696285247803,0.07779295143427496,0.034077692031860354,0.000647149987395353,0.5,0,1,200,9,0.2,0,0.6,"{'subsample': 0.5, 'reg_lambda': 0, 'reg_alpha': 1, 'n_estimators': 200, 'max_depth': 9, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.6}",0.7576489533011272,0.7447665056360708,0.749597423510467,0.7598710717163578,0.7560386473429952,0.7535845203014035,0.005580634503292567,48
60,3.3051719665527344,0.05297078663919507,0.019008827209472657,8.475637971240558e-06,0.5,0,0.5,200,5,0.5,0,0.7,"{'subsample': 0.5, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.5, 'gamma': 0, 'colsample_bytree': 0.7}",0.7648953301127214,0.7415458937198067,0.7407407407407407,0.7590652699435939,0.7608695652173914,0.7534233599468507,0.010205941943111039,49
74,4.351968622207641,0.026596019381778104,0.02180490493774414,0.000747909355829945,0.8,1,0.5,500,3,1,0.5,0.6,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 1, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.750402576489533,0.750402576489533,0.7439613526570048,0.7526188557614827,0.7657004830917874,0.7526171688978682,0.00715409123520273,50
