,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1,0.8948737144470215,0.10362499820737893,0.013688135147094726,0.0010568466002119643,0.9,1,1,100,3,0.5,0.25,0.5,"{'subsample': 0.9, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.5, 'gamma': 0.25, 'colsample_bytree': 0.5}",0.7375201288244766,0.7399355877616747,0.7431561996779388,0.7614826752618856,0.7560386473429952,0.7476266477737943,0.009423696409198039,51
54,1.1726629257202148,0.0033699711537152105,0.014602279663085938,0.000490350654732326,1,0,0,50,7,0.05,0.25,0.7,"{'subsample': 1, 'reg_lambda': 0, 'reg_alpha': 0, 'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0.25, 'colsample_bytree': 0.7}",0.7415458937198067,0.7423510466988728,0.7455716586151369,0.7437550362610797,0.7600644122383253,0.7466576095066442,0.00684138438875537,52
82,20.707049560546874,0.22848789953747886,0.058213090896606444,0.0014700873316465981,0.7,0,0,1000,5,0.01,0,1,"{'subsample': 0.7, 'reg_lambda': 0, 'reg_alpha': 0, 'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 1}",0.7423510466988728,0.7431561996779388,0.7375201288244766,0.7493956486704271,0.7584541062801933,0.7461754260303817,0.007208211945963866,53
13,9.139721298217774,0.05891016989331545,0.03360743522644043,0.0008002281473100913,0.7,0,0.5,500,5,0.01,0.25,0.8,"{'subsample': 0.7, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.25, 'colsample_bytree': 0.8}",0.7375201288244766,0.7431561996779388,0.7375201288244766,0.7493956486704271,0.7536231884057971,0.7442430588806233,0.00642048053430846,54
45,1.9063568115234375,0.02128285837106519,0.01520233154296875,0.0011679295992931512,0.9,0.5,1,100,5,0.05,1,0.9,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.9}",0.7407407407407407,0.7447665056360708,0.7375201288244766,0.7461724415793715,0.7520128824476651,0.7442425398456649,0.004936206882066025,55
76,18.06221137046814,0.2564014782166644,0.07703485488891601,0.001097854443661053,0.7,0.5,0.5,500,11,0.2,1,0.9,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 500, 'max_depth': 11, 'learning_rate': 0.2, 'gamma': 1, 'colsample_bytree': 0.9}",0.7399355877616747,0.7359098228663447,0.7318840579710145,0.7622884770346495,0.7391304347826086,0.7418296760832584,0.010615045852770804,56
69,9.848758935928345,0.06641878665707163,0.033408069610595705,0.0004916177364814875,0.7,1,0.25,1000,3,1,0,0.7,"{'subsample': 0.7, 'reg_lambda': 1, 'reg_alpha': 0.25, 'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 1, 'gamma': 0, 'colsample_bytree': 0.7}",0.7439613526570048,0.7455716586151369,0.7391304347826086,0.7356970185334408,0.7431561996779388,0.741503332853226,0.0035963602665671397,57
10,0.7393955230712891,0.015959944932858447,0.01300191879272461,0.0006323353358390592,0.6,0.5,0.5,50,5,0.2,0.5,0.5,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.2, 'gamma': 0.5, 'colsample_bytree': 0.5}",0.7326892109500805,0.7439613526570048,0.7351046698872786,0.7445608380338437,0.7439613526570048,0.7400554848370424,0.005090822603990508,58
3,1.6746198177337646,0.010306230645338687,0.014402341842651368,0.0008001568686041326,0.6,1,0,50,7,0.5,0.25,1,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.5, 'gamma': 0.25, 'colsample_bytree': 1}",0.7093397745571659,0.7198067632850241,0.7439613526570048,0.7719580983078163,0.748792270531401,0.7387716518676826,0.022156662298208046,59
30,1.18994140625,0.052474146056565245,0.013203763961791992,0.00039999957885352723,0.8,0,0.25,100,3,0.05,1,0.9,"{'subsample': 0.8, 'reg_lambda': 0, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 1, 'colsample_bytree': 0.9}",0.7334943639291466,0.7286634460547504,0.7302737520128825,0.7356970185334408,0.748792270531401,0.7353841702123243,0.007137659327843694,60
37,1.6798294067382813,0.014466191705565191,0.015203619003295898,0.00040011444303175725,0.6,0.25,0,200,3,2,0,0.5,"{'subsample': 0.6, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 2, 'gamma': 0, 'colsample_bytree': 0.5}",0.7270531400966184,0.7246376811594203,0.7431561996779388,0.7437550362610797,0.7310789049919485,0.7339361924374012,0.008042649322306571,61
28,1.3154998779296876,0.1015840951888614,0.014602375030517579,0.0004900405248243707,0.9,0.25,1,50,7,1,1,0.7,"{'subsample': 0.9, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 50, 'max_depth': 7, 'learning_rate': 1, 'gamma': 1, 'colsample_bytree': 0.7}",0.7334943639291466,0.7375201288244766,0.7270531400966184,0.741337630942788,0.7254428341384863,0.7329696195863031,0.00604422590153009,62
50,17.314671802520753,0.1528599741785461,0.08041901588439941,0.0010200421691260644,0.7,0.25,0.5,500,15,0.2,1,0.8,"{'subsample': 0.7, 'reg_lambda': 0.25, 'reg_alpha': 0.5, 'n_estimators': 500, 'max_depth': 15, 'learning_rate': 0.2, 'gamma': 1, 'colsample_bytree': 0.8}",0.7375201288244766,0.7198067632850241,0.7246376811594203,0.734085414987913,0.7407407407407407,0.7313581457995149,0.007899875984240043,63
55,26.13250365257263,0.12790817116955355,0.1270292282104492,0.0012648572733358425,0.6,0.5,0.5,1000,11,1,1,0.7,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 1000, 'max_depth': 11, 'learning_rate': 1, 'gamma': 1, 'colsample_bytree': 0.7}",0.7222222222222222,0.7246376811594203,0.7334943639291466,0.7453666398066076,0.7278582930756844,0.7307158400386162,0.008241568569988336,64
81,11.982650899887085,0.5286339412840891,0.0414090633392334,0.0018553554744341503,1,0.25,0,500,7,0.5,0.5,1,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.5, 'gamma': 0.5, 'colsample_bytree': 1}",0.7463768115942029,0.7342995169082126,0.7270531400966184,0.7082997582594682,0.7318840579710145,0.7295826569659034,0.012401202174961087,65
71,1.3764338970184327,0.019050970056697588,0.015003156661987305,1.2830375716279708e-06,0.6,1,0.25,100,5,0.05,0.25,0.5,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.25, 'colsample_bytree': 0.5}",0.7262479871175523,0.7334943639291466,0.7278582930756844,0.7268331990330379,0.7310789049919485,0.7291025496294739,0.0027582845029928303,66
23,7.862735652923584,0.04828146530646847,0.039809036254882815,0.001167373458012015,0.5,0,0.5,200,11,0.5,0.25,0.9,"{'subsample': 0.5, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 11, 'learning_rate': 0.5, 'gamma': 0.25, 'colsample_bytree': 0.9}",0.7455716586151369,0.7190016103059581,0.7270531400966184,0.7228041901692184,0.7294685990338164,0.7287798396441496,0.009129547861928553,67
16,29.921507930755617,0.4298106536991546,0.10536398887634277,0.000760251265490721,0.6,1,0.25,1000,7,1,0,1,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0.25, 'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 1, 'gamma': 0, 'colsample_bytree': 1}",0.7101449275362319,0.7238325281803543,0.7383252818035426,0.726027397260274,0.7447665056360708,0.7286193280832947,0.012048833261489682,68
25,6.259661483764648,0.16534263857234663,0.037908935546875,0.0006629950878119829,0.9,0,1,200,11,0.5,1,0.6,"{'subsample': 0.9, 'reg_lambda': 0, 'reg_alpha': 1, 'n_estimators': 200, 'max_depth': 11, 'learning_rate': 0.5, 'gamma': 1, 'colsample_bytree': 0.6}",0.7206119162640902,0.7270531400966184,0.7326892109500805,0.7203867848509267,0.7391304347826086,0.7279742973888649,0.007201574057588953,69
41,0.9629522323608398,0.004806929924084591,0.012602424621582032,0.0004894736703870656,0.6,0,0.5,100,3,0.2,0,0.6,"{'subsample': 0.6, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.6}",0.7254428341384863,0.7238325281803543,0.7294685990338164,0.7211925866236906,0.7391304347826086,0.7278133965517911,0.00626285961561335,70
68,0.8228803634643554,0.0031524490878364125,0.012600374221801759,0.0010207495617121423,0.8,0.25,0.25,10,15,0.5,1,1,"{'subsample': 0.8, 'reg_lambda': 0.25, 'reg_alpha': 0.25, 'n_estimators': 10, 'max_depth': 15, 'learning_rate': 0.5, 'gamma': 1, 'colsample_bytree': 1}",0.7222222222222222,0.7133655394524959,0.7270531400966184,0.7405318291700241,0.7198067632850241,0.724595898845277,0.009106953849656103,71
89,4.16821141242981,0.05650304492848313,0.0198030948638916,0.00040068809409440323,0.8,0.5,0.5,200,5,2,0,1,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 2, 'gamma': 0, 'colsample_bytree': 1}",0.7181964573268921,0.7238325281803543,0.7254428341384863,0.7252215954875101,0.7294685990338164,0.7244324028334119,0.003640163034705777,72
48,2.4986449241638184,0.01956153218810992,0.018402767181396485,0.0012006125270516443,0.7,0.5,1,100,7,2,1,0.7,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 7, 'learning_rate': 2, 'gamma': 1, 'colsample_bytree': 0.7}",0.710950080515298,0.715780998389694,0.7334943639291466,0.7308622078968574,0.7246376811594203,0.7231450663780833,0.008623657106330835,73
35,1.5124865531921388,0.10531107103175925,0.015202045440673828,0.00039994965011007426,0.8,1,1,100,5,2,0,0.6,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 2, 'gamma': 0, 'colsample_bytree': 0.6}",0.715780998389694,0.7351046698872786,0.7190016103059581,0.7244157937147462,0.714170692431562,0.7216947529458478,0.007563953094697745,74
62,5.223065662384033,0.03004617539153256,0.028203678131103516,0.001167292838383924,0.5,0.25,1,100,15,0.5,0.5,1,"{'subsample': 0.5, 'reg_lambda': 0.25, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 15, 'learning_rate': 0.5, 'gamma': 0.5, 'colsample_bytree': 1}",0.714170692431562,0.7181964573268921,0.7270531400966184,0.717969379532635,0.7270531400966184,0.7208885618968651,0.005232645059736057,75
58,7.174007987976074,0.07692770447124014,0.040512609481811526,0.0010947842771338423,0.8,0.5,0.5,200,15,1,0.25,0.7,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 15, 'learning_rate': 1, 'gamma': 0.25, 'colsample_bytree': 0.7}",0.7302737520128825,0.7238325281803543,0.7190016103059581,0.7219983883964545,0.7069243156199678,0.7204061189031233,0.007686058157840281,76
66,16.910781335830688,0.1937177034773178,0.07841720581054687,0.0014971925069179669,0.6,0.5,0,500,15,2,0,0.8,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 500, 'max_depth': 15, 'learning_rate': 2, 'gamma': 0, 'colsample_bytree': 0.8}",0.71658615136876,0.7101449275362319,0.7270531400966184,0.7050765511684126,0.7391304347826086,0.7195982409905264,0.012218014646069532,77
78,17.990377473831177,0.16584884029098743,0.07682380676269532,0.001694379295888873,0.7,1,0.5,500,15,1,0,0.9,"{'subsample': 0.7, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 500, 'max_depth': 15, 'learning_rate': 1, 'gamma': 0, 'colsample_bytree': 0.9}",0.7294685990338164,0.7286634460547504,0.7028985507246377,0.7042707493956487,0.7238325281803543,0.7178267746778415,0.011795357458321396,78
51,1.4176035404205323,0.019500276704178143,0.016804075241088866,0.0007484181146529757,1,0.25,0.5,50,9,1,1,0.6,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 0.5, 'n_estimators': 50, 'max_depth': 9, 'learning_rate': 1, 'gamma': 1, 'colsample_bytree': 0.6}",0.7125603864734299,0.715780998389694,0.7101449275362319,0.7276390008058018,0.7198067632850241,0.7171864152980363,0.006149482200023752,79
52,16.1014301776886,0.09026000325466516,0.06947498321533203,0.0008468981710768173,0.5,0.5,1,500,9,2,0.25,0.9,"{'subsample': 0.5, 'reg_lambda': 0.5, 'reg_alpha': 1, 'n_estimators': 500, 'max_depth': 9, 'learning_rate': 2, 'gamma': 0.25, 'colsample_bytree': 0.9}",0.7190016103059581,0.7093397745571659,0.7286634460547504,0.7099113618049959,0.71658615136876,0.716700468818326,0.007052558954440702,80
44,7.1724199771881105,0.18844698650051514,0.042231416702270506,0.0007741323219770033,0.5,0,0.25,200,13,0.5,0.25,0.7,"{'subsample': 0.5, 'reg_lambda': 0, 'reg_alpha': 0.25, 'n_estimators': 200, 'max_depth': 13, 'learning_rate': 0.5, 'gamma': 0.25, 'colsample_bytree': 0.7}",0.714975845410628,0.7198067632850241,0.715780998389694,0.717969379532635,0.714170692431562,0.7165407358099086,0.002066453332614834,81
56,4.816305208206177,0.03730881937688902,0.03520722389221191,0.0009803090716600691,0.6,1,0.5,200,9,1,0.5,0.5,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 9, 'learning_rate': 1, 'gamma': 0.5, 'colsample_bytree': 0.5}",0.7222222222222222,0.6988727858293076,0.7238325281803543,0.7123287671232876,0.7198067632850241,0.7154126133280392,0.009161334993971159,82
14,22.697721099853517,0.2068390034479708,0.12629942893981932,0.0024903957433211545,1,0.5,0,1000,11,1,1,0.6,"{'subsample': 1, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 1000, 'max_depth': 11, 'learning_rate': 1, 'gamma': 1, 'colsample_bytree': 0.6}",0.7214170692431562,0.6964573268921095,0.711755233494364,0.7324738114423852,0.7085346215780999,0.7141276125300229,0.01215621584463836,83
90,2.05719256401062,0.04756981516471432,0.01900339126586914,0.0008943093296551945,0.9,0.25,0,50,11,1,0.25,0.7,"{'subsample': 0.9, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 50, 'max_depth': 11, 'learning_rate': 1, 'gamma': 0.25, 'colsample_bytree': 0.7}",0.7246376811594203,0.7045088566827697,0.711755233494364,0.7187751813053989,0.710950080515298,0.7141254066314502,0.006932629657338588,84
8,18.327890062332152,0.3921260480357883,0.0803196907043457,0.004166673490296662,0.5,1,0,500,11,0.5,0.5,0.9,"{'subsample': 0.5, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 500, 'max_depth': 11, 'learning_rate': 0.5, 'gamma': 0.5, 'colsample_bytree': 0.9}",0.7004830917874396,0.6956521739130435,0.710950080515298,0.7292506043513296,0.7294685990338164,0.7131609099201854,0.0141208333107272,85
63,1.7339657306671143,0.018852403349488157,0.01640286445617676,0.0010199638948563895,0.6,1,1,50,9,2,0.5,0.7,"{'subsample': 0.6, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 50, 'max_depth': 9, 'learning_rate': 2, 'gamma': 0.5, 'colsample_bytree': 0.7}",0.6972624798711755,0.7085346215780999,0.7270531400966184,0.7203867848509267,0.711755233494364,0.712998451978237,0.010209935483994854,86
95,12.344098854064942,0.2954037005305543,0.052513647079467776,0.002194955876546959,1,0,0.5,500,7,2,0,0.9,"{'subsample': 1, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 500, 'max_depth': 7, 'learning_rate': 2, 'gamma': 0, 'colsample_bytree': 0.9}",0.715780998389694,0.7061191626409018,0.7020933977455717,0.7155519742143432,0.7214170692431562,0.7121925204467334,0.00704462005266691,87
11,6.088319730758667,0.06119864662532245,0.039208078384399415,0.0009805627843888273,1,1,0.25,200,11,1,0,0.6,"{'subsample': 1, 'reg_lambda': 1, 'reg_alpha': 0.25, 'n_estimators': 200, 'max_depth': 11, 'learning_rate': 1, 'gamma': 0, 'colsample_bytree': 0.6}",0.6980676328502415,0.7214170692431562,0.6964573268921095,0.7228041901692184,0.714170692431562,0.7105833823172576,0.01127630380412475,88
93,3.2697927951812744,0.031261982252738366,0.02800474166870117,0.0008947892357905212,0.7,0.5,0.5,100,13,0.5,0,0.5,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 100, 'max_depth': 13, 'learning_rate': 0.5, 'gamma': 0, 'colsample_bytree': 0.5}",0.7037037037037037,0.714170692431562,0.7061191626409018,0.717163577759871,0.711755233494364,0.7105824740060804,0.004996003044832413,89
77,3.8828279972076416,0.04367257973098555,0.02400383949279785,0.0010957578101233375,0.5,0,0.5,100,11,2,0,0.8,"{'subsample': 0.5, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 100, 'max_depth': 11, 'learning_rate': 2, 'gamma': 0, 'colsample_bytree': 0.8}",0.7045088566827697,0.6884057971014492,0.710950080515298,0.7228041901692184,0.7004830917874396,0.705430403251235,0.011379610382819604,90
2,3.316788911819458,0.021699857948021168,0.028617191314697265,0.000980890768973893,0.5,1,0.25,100,15,1,0,0.5,"{'subsample': 0.5, 'reg_lambda': 1, 'reg_alpha': 0.25, 'n_estimators': 100, 'max_depth': 15, 'learning_rate': 1, 'gamma': 0, 'colsample_bytree': 0.5}",0.714170692431562,0.6972624798711755,0.7037037037037037,0.6986301369863014,0.711755233494364,0.7051044492974213,0.0068088910639555215,91
17,15.460186052322388,2.4440538855464062,0.044210052490234374,0.00719533533789284,0.8,0.5,1,1000,15,2,0.25,1,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 1, 'n_estimators': 1000, 'max_depth': 15, 'learning_rate': 2, 'gamma': 0.25, 'colsample_bytree': 1}",0.7270531400966184,0.7012882447665056,0.679549114331723,0.7268331990330379,0.6892109500805152,0.70478692966168,0.01935779625300888,92
42,21.372428035736085,2.892716878775622,0.06821517944335938,0.01322885128656431,0.9,0.5,0,1000,7,2,0.5,1,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 2, 'gamma': 0.5, 'colsample_bytree': 1}",0.6859903381642513,0.7012882447665056,0.6900161030595813,0.7276390008058018,0.714170692431562,0.7038208758455404,0.015422942818056715,93
46,2.558264970779419,0.05360078223812569,0.02060413360595703,0.0012008751097303426,0.8,0.5,0.5,50,15,2,0.25,0.8,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 50, 'max_depth': 15, 'learning_rate': 2, 'gamma': 0.25, 'colsample_bytree': 0.8}",0.7069243156199678,0.6964573268921095,0.71658615136876,0.693795326349718,0.7020933977455717,0.7031713035952254,0.008101747386137663,94
18,3.8639179706573485,0.3101918947416162,0.025389909744262695,0.0026614658189461618,1,0.5,1,100,13,1,1,0.8,"{'subsample': 1, 'reg_lambda': 0.5, 'reg_alpha': 1, 'n_estimators': 100, 'max_depth': 13, 'learning_rate': 1, 'gamma': 1, 'colsample_bytree': 0.8}",0.71658615136876,0.679549114331723,0.6714975845410628,0.7058823529411765,0.6908212560386473,0.692867291844274,0.016554157287503642,95
12,0.6938641548156739,0.01915343658052804,0.012800788879394532,0.0011662374348248902,0.9,0.5,0,10,13,1,0.25,1,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 10, 'max_depth': 13, 'learning_rate': 1, 'gamma': 0.25, 'colsample_bytree': 1}",0.6867954911433173,0.6900161030595813,0.6932367149758454,0.6873489121676067,0.6731078904991948,0.6861010223691091,0.006886319153325168,96
20,0.1964486598968506,0.005049900808060691,0.011000633239746094,0.0006332405180811485,0.8,1,1,10,5,1,0.25,0.6,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 10, 'max_depth': 5, 'learning_rate': 1, 'gamma': 0.25, 'colsample_bytree': 0.6}",0.643317230273752,0.7020933977455717,0.6513687600644122,0.6889605157131345,0.6859903381642513,0.6743460483922243,0.02284657903597051,97
61,0.40519418716430666,0.03480562800073816,0.01200246810913086,0.0006329378627851942,1,0.25,0,50,3,0.05,0,0.5,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.5}",0.6578099838969405,0.6529790660225443,0.6658615136876006,0.684931506849315,0.6884057971014492,0.66999757351157,0.014262951933644746,98
99,5.323526191711426,1.0663027105221015,0.018604564666748046,0.0019597569249589623,1,0.25,0,1000,15,1,0,0.8,"{'subsample': 1, 'reg_lambda': 0.25, 'reg_alpha': 0, 'n_estimators': 1000, 'max_depth': 15, 'learning_rate': 1, 'gamma': 0, 'colsample_bytree': 0.8}",0.6690821256038647,0.6723027375201288,0.6505636070853462,0.6720386784850927,0.6714975845410628,0.6670969466470991,0.008344804834155872,99
38,1.305910873413086,0.05735005970205659,0.012803077697753906,0.0004001860502113636,0.7,0,0.5,100,3,2,0.25,1,"{'subsample': 0.7, 'reg_lambda': 0, 'reg_alpha': 0.5, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 2, 'gamma': 0.25, 'colsample_bytree': 1}",0.6119162640901772,0.604669887278583,0.6392914653784219,0.5471394037066881,0.71658615136876,0.623920634364526,0.0551964021256865,100
